0.00E+00;1.41E+02;9.91E+01;1.15E+02;1.08E+02;1.25E+02;1.57E+02;2.13E+02;
1.41E+02;0.00E+00;1.13E+02;1.18E+02;8.66E+01;9.17E+01;2.24E+01;7.33E+01;
9.91E+01;1.13E+02;0.00E+00;1.27E+02;3.35E+01;1.31E+02;1.30E+02;1.80E+02;
1.15E+02;1.18E+02;1.27E+02;0.00E+00;1.31E+02;3.44E+01;1.30E+02;1.81E+02;
1.08E+02;8.66E+01;3.35E+01;1.31E+02;0.00E+00;1.26E+02;1.02E+02;1.49E+02;
1.25E+02;9.17E+01;1.31E+02;3.44E+01;1.26E+02;0.00E+00;1.01E+02;1.49E+02;
1.57E+02;2.24E+01;1.30E+02;1.30E+02;1.02E+02;1.01E+02;0.00E+00;5.63E+01;
2.13E+02;7.33E+01;1.80E+02;1.81E+02;1.49E+02;1.49E+02;5.63E+01;0.00E+00;
;;;;;;;;
